feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,target
0.8140011551375753,-0.5654557103185575,0.07651163755914969,-0.15322790284337673,-2.398880708490962,-4.986666107248764,-4.002835418206209,1.0562037294592344,-0.515814185710166,-2.2911709959240985,-0.0002436143693343001,0.8667551184681687,-1.6618876164152614,-2.0383085632125124,1.507915883726954,0.5194993353281012,2.038947777188934,-0.157232786130532,-0.15050610657568475,0.29131874008788944,1
-0.6829596825030823,-0.08174203497106353,-0.9270816976488883,-1.4690300237681968,-2.9345431105598454,-4.3305325262754595,-2.8835617260896056,-0.5011225484007801,-0.9648989404381518,-0.20938639831829153,0.4494309166644764,0.19626840517919547,-1.4975417315254929,0.39792153414879283,1.7963650847156065,0.2748381985449204,-0.6571649479807958,0.1915572294104015,1.8655597018938999,-0.8134974091775805,2
-1.0225956145190787,0.8604551622847293,0.9577800853897273,2.108918445458742,1.3012471431399546,1.1283348498977273,-4.026447828804425,-3.1568788481896037,-2.106926614327134,-1.3175439581741744,-0.003849270759150475,-0.481762034651939,-0.6012421927159488,-0.7051580932270134,4.322612393916469,-0.08257338440478867,1.0318387934161586,-0.561639531556656,-2.479879517009496,0.17510196616302898,0
-1.2810548630883154,-1.0863265902178112,-0.7182773086884087,0.20317001945493118,-2.0119645771145858,-0.939777881232226,-0.9333842430085009,-1.0362378649682626,-0.37759901599204176,0.3254316171921856,-0.38429325462024444,-0.2067856979205234,0.09708479181969701,-0.01270279421080471,0.8843792697280243,-1.283080063119562,1.611681628051497,1.8204718906232469,-1.1173564619277647,0.4087020622335479,1
-0.548235351607792,1.8417124290999718,-2.725831828372691,1.0017123699076058,-2.364122180762467,0.8819485860271891,-1.0221579914597747,1.4569057734707656,-4.128988501370802,1.3403260321604922,-0.30445034986932035,0.36503422256580587,-1.1082981710487232,1.578795665021008,0.9082708794532881,-1.2771440429500216,-0.9006276630280362,1.668441959495767,1.2246837879742387,-0.13662628973252455,2
-1.768255295384974,-1.3512278450902355,0.5436541516425673,-2.7227498479773664,3.3729454392206373,-2.6403521259838847,-1.5643985558036786,1.565185872492445,5.11209603868581,-4.132952838712001,-0.5955999530514168,-0.16229928166095153,0.8087936328872363,0.8698940540188786,-2.0741742015385287,1.1515006510347434,4.784628609835441,-0.6210061977507404,1.6023149736866116,-0.7895827562869047,0
1.499850702431379,1.1771959843332374,-3.228713100333572,4.815000733578438,-0.5465487961051732,1.295884447383109,-3.197065930380181,2.0820301778742993,-1.031839057990603,-2.9841785071854945,-0.2056800559932254,-2.238450546720932,-0.009025055878236996,-0.7604786629812568,1.7205215558766371,4.9224077697295865,0.955240678084089,0.5662061949954383,-3.002197469586688,-0.6505237722927447,1
0.9731936215161805,-0.7269536182640629,-2.47485827753726,3.183596804381909,-2.1075324984840202,1.7706939691567956,0.5215098078808369,-1.6291128576670488,2.6749641848183026,-1.8218411647344963,-0.4581962741093802,1.2019158331757192,-1.2880905055048646,0.07267158060044562,-0.37198441878671695,2.427432924808488,0.03377536948735116,-0.9485952363663965,-3.437678681380146,1.3294507277866152,1
1.4245905981208868,-0.8827362025001364,1.744701825102033,1.0866172361632218,0.27761835818757485,-3.1656693450374336,-2.9485197699623367,1.871325354022129,0.11344806942016838,-2.456389870742057,0.6943027234238741,1.2429534166265128,-0.7188019431464059,0.17400410702976507,0.7840417297544664,2.2610935254489197,1.2461433956035668,-0.2714160282950511,-1.1653292275729221,-1.7019759488061466,2
-0.05829386789851957,0.09530755146595087,2.1222838071715033,0.4764717313154203,-1.0360037460489813,-2.507803241155539,0.7094209405786246,1.7376144793842419,-2.5821500125988472,-1.119961541520424,-0.5768519990447565,-1.3600807404130981,0.16488914196479476,0.6828468148770713,3.0034756327923477,-0.23417995344564446,1.903190341799582,-1.323281397497547,-1.710256170413873,-0.24052226572197433,1
